ID,Name,Type,Organization
51343,"STRELCHENKO, Alexey Alekseyevich",individual,RUSSIA-EO14024
51344,JSC TRANSPORT FREIGHT AGENCY,-0- ,RUSSIA-EO14024
51345,JOINT STOCK COMPANY PERSPECTIVE TECHNOLOGIES CENTER,-0- ,RUSSIA-EO14024
51346,MOSTRELLO COMMERCIAL LTD,-0- ,RUSSIA-EO14024
51347,NIKESTO INVESTMENTS LTD,-0- ,RUSSIA-EO14024
51348,BEREZIA MANAGEMENT LTD,-0- ,RUSSIA-EO14024
51349,TONIL,vessel,IRAN-EO13902
51350,CERES I,vessel,IRAN-EO13902
51351,LIGHTSHIP MANAGEMENT LTD,-0- ,IRAN-EO13902
51352,FIONA II,vessel,IRAN-EO13902
51353,YURI,vessel,IRAN-EO13902
51354,CERES SHIPPING LIMITED,-0- ,IRAN-EO13902
51355,EUNOMIA LIMITED,-0- ,IRAN-EO13902
51360,LADY LUCY,vessel,IRAN-EO13902
51361,ELVA,vessel,IRAN-EO13902
51362,LUFINDO HOLDING LIMITED,-0- ,IRAN-EO13902
51363,INAYA SHIP MANAGEMENT PRIVATE LIMITED,-0- ,IRAN-EO13902
51365,JAYA,vessel,IRAN-EO13902
51366,GALILEOS MARINE SERVICES L.L.C,-0- ,IRAN-EO13902
51367,MASAL,vessel,IRAN-EO13902
51368,FT ISLAND,vessel,IRAN-EO13902
51369,OCEAN GLORY GIANT OGG SA,-0- ,IRAN-EO13902
51371,"GAFFODIL CO., LIMITED",-0- ,IRAN-EO13902
51372,PHONIX,vessel,IRAN-EO13902
51373,VISION SHIP MANAGEMENT LLP,-0- ,IRAN-EO13902
51374,LARA II,vessel,IRAN-EO13902
51375,RIO NAPO,vessel,IRAN-EO13902
51376,OLIVE,vessel,IRAN-EO13902
51377,TIGHTSHIP SHIPPING MANAGEMENT (OPC) PRIVATE LIMITED,-0- ,IRAN-EO13902
51378,BLACK PANTHER,vessel,IRAN-EO13902
51379,LIONESS,vessel,IRAN-EO13902
51382,BERTHA,vessel,IRAN-EO13902
51383,SHANGHAI LEGENDARY SHIP MANAGEMENT COMPANY LIMITED,-0- ,IRAN-EO13902
51384,MIN HANG,vessel,UKRAINE-EO13662] [IRAN-EO13902] [RUSSIA-EO14024
51385,VESNA,vessel,UKRAINE-EO13662] [IRAN-EO13902] [RUSSIA-EO14024
51386,SHANGHAI FUTURE SHIP MANAGEMENT CO LTD,-0- ,IRAN-EO13902
51387,MEROPE,vessel,UKRAINE-EO13662] [IRAN-EO13902] [RUSSIA-EO14024
51389,VERONICA III,vessel,IRAN-EO13902
51390,"RODRIGUEZ CABELLO, Alexis Jose",individual,VENEZUELA
51391,CONSTELLATION MARITIME SERVICES LIMITED,-0- ,IRAN-EO13902
51392,"GUERRA SALINAS, Ismael",individual,ILLICIT-DRUGS-EO14059
51393,"GUERRA SALINAS, Omar",individual,ILLICIT-DRUGS-EO14059
51394,"DECUIR GARCIA, Raul",individual,ILLICIT-DRUGS-EO14059
51395,"CARRILLO SAPIEN, Ildelfonso",individual,ILLICIT-DRUGS-EO14059
51396,"SIERRA ANGULO, Francisco Javier",individual,ILLICIT-DRUGS-EO14059
51399,COGNITIVE DESIGN PRODUCTION CENTER,-0- ,IRGC] [IFSR] [ELECTION-EO13848
51400,"KARPAVICIUS, Rokas",individual,ILLICIT-DRUGS-EO14059
51401,"LABUTIS, Virginijus",individual,ILLICIT-DRUGS-EO14059
51402,KARPIS AG,-0- ,ILLICIT-DRUGS-EO14059
51403,DRAGON SECURE GMBH,-0- ,ILLICIT-DRUGS-EO14059
51404,LAKE FOREST SP Z O O,-0- ,ILLICIT-DRUGS-EO14059
51405,"GRINEVICIUS, Arnas",individual,ILLICIT-DRUGS-EO14059
51406,"KARPE, Jurga",individual,ILLICIT-DRUGS-EO14059
51407,MB PTERA,-0- ,ILLICIT-DRUGS-EO14059
51408,UAB FLAVOUR LABS,-0- ,ILLICIT-DRUGS-EO14059
51409,ATIYA S A S,-0- ,ILLICIT-DRUGS-EO14059
51410,"PERRILLA SANDOVAL, Allende",individual,ILLICIT-DRUGS-EO14059
51411,"BETANCOURT ROSERO, Camilo Esteban",individual,ILLICIT-DRUGS-EO14059
51412,"STASKUS, Saulius",individual,ILLICIT-DRUGS-EO14059
51413,"THACKRAY, David Jonathan",individual,ILLICIT-DRUGS-EO14059
51414,"LEUNG, Ho Kai",individual,ILLICIT-DRUGS-EO14059
51415,JT TRADING LIMITED,-0- ,ILLICIT-DRUGS-EO14059
51417,ELPRING D.O.O. LAKTASI,-0- ,BALKANS-EO14033
51418,"PERISIC, Vladimir",individual,BALKANS-EO14033
51419,"MARCANO TABATA, Javier Jose",individual,VENEZUELA
51420,INTERNATIONAL NON-PROFIT FOUNDATION CENTER FOR GEOPOLITICAL EXPERTISE,-0- ,CYBER2] [CAATSA - RUSSIA] [ELECTION-EO13848] [RUSSIA-EO14024
51421,"ESPARRAGOZA ROSAS, Enrique Dann",individual,SDGT] [ILLICIT-DRUGS-EO14059
51422,TAPGAS MEXICO S.A. DE C.V.,-0- ,SDGT] [ILLICIT-DRUGS-EO14059
51427,JOINT STOCK COMPANY AKTIV,-0- ,RUSSIA-EO14024
51428,AKTSIONERNOE OBSHCHESTVO REGISTRATSIONNAYA KOMPANIYA TSENTR INVEST,-0- ,RUSSIA-EO14024
51429,AKTSIONERNOE OBSHCHESTVO DEPOZITARNAYA KOMPANIYA REGION,-0- ,RUSSIA-EO14024
51430,SPETSIALIZIROVANNYI DEPOZITARII DEPO PLAZA,-0- ,RUSSIA-EO14024
51431,LIMITED LIABILITY COMPANY DEPOSITARY AND CORPORATE TECHNOLOGIES,-0- ,RUSSIA-EO14024
51432,JSC DRAGA,-0- ,RUSSIA-EO14024
51433,EVROAZIATSKII REGISTRATOR,-0- ,RUSSIA-EO14024
51434,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO PERVYI SPETSIALIZIROVANNYI DEPOZITARII,-0- ,RUSSIA-EO14024
51435,JOINT STOCK COMPANY INDUSTRIA REESTR,-0- ,RUSSIA-EO14024
51436,AO SPETSIALIZIROVANNYI DEPOZITARII INFINITUM,-0- ,RUSSIA-EO14024
51437,JOINT STOCK COMPANY REGISTRATOR INTRACO,-0- ,RUSSIA-EO14024
51438,AKTSIONERNOE OBSHCHESTVO SPETSIALIZIROVANNYI REGISTRATOR KOMPAS,-0- ,RUSSIA-EO14024
51439,KORPORATIVNAYA REGISTRATORSKAYA KOMPANIYA,-0- ,RUSSIA-EO14024
51440,REGISTRATOR KRTS,-0- ,RUSSIA-EO14024
51441,MOSKOVSKII FONDOVYI TSENTR,-0- ,RUSSIA-EO14024
51442,AKTSIONERNOE OBSHCHESTVO MEZHREGIONALNYI REGISTRATORSKII TSENTR,-0- ,RUSSIA-EO14024
51443,JSC NOVIY REGISTRATOR,-0- ,RUSSIA-EO14024
51444,NATIONAL CUSTODIAL COMPANY STOCK CLOSED CORPORATION,-0- ,RUSSIA-EO14024
51445,AKTSIONERNOE OBSHCHESTVO NEZAVISIMAYA REGISTRATORSKAYA KOMPANIYA R.O.S.T.,-0- ,RUSSIA-EO14024
51446,AKTSIONERNOE OBSHCHESTVO NATSIONALNAYA SPETSIALIZIROVANNAYA FINANSOVAYA KOMPANIYA,-0- ,RUSSIA-EO14024
51447,TNK TRADING LIMITED,-0- ,ILLICIT-DRUGS-EO14059
51452,"KOROVIN, Valery Mikhaylovich",individual,ELECTION-EO13848] [RUSSIA-EO14024
51453,OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU OBORONREGISTR,-0- ,RUSSIA-EO14024
51454,CENTROCREDIT BANK,-0- ,RUSSIA-EO14024
51455,OOO PARTNER,-0- ,RUSSIA-EO14024
51456,AKTSIONERNOE OBSHCHESTVO PROFESSIONALNYI REGISTRATSIONNYI TSENTR,-0- ,RUSSIA-EO14024
51457,JOINT STOCK COMPANY RDC PARITET,-0- ,RUSSIA-EO14024
51458,FORA BANK JOINT STOCK COMMERCIAL BANK,-0- ,RUSSIA-EO14024
51459,AO REESTR,-0- ,RUSSIA-EO14024
51460,COMMERCIAL BANK KREMLYOVSKIY,-0- ,RUSSIA-EO14024
51461,OOO REESTR RN,-0- ,RUSSIA-EO14024
51462,AKTSIONERNOE OBSHCHESTVO REGISTRATOR KAPITAL,-0- ,RUSSIA-EO14024
51463,OOO REGISTRATOR GARANT,-0- ,RUSSIA-EO14024
51464,NEW MOSCOW BANK,-0- ,RUSSIA-EO14024
51465,SPETSIALIZIROVANNYI REGISTRATOR REKOM,-0- ,RUSSIA-EO14024
51466,AKTSIONERNOE OBSHCHESTVO AGENTSTVO REGIONALNYI NEZAVISIMYI REGISTRATOR,-0- ,RUSSIA-EO14024
51467,PUBLIC JOINT STOCK COMPANY BANK SINARA,-0- ,RUSSIA-EO14024
51468,JSC RT REGISTRAR,-0- ,RUSSIA-EO14024
51469,LIMITED LIABILITY COMPANY SPECIAL DEPOSITORY PARTNER,-0- ,RUSSIA-EO14024
51470,LIMITED LIABILITY COMPANY SPECIALIZED DEPOSITORY COMPANY GARANT,-0- ,RUSSIA-EO14024
51471,JSC SERVICE REESTR,-0- ,RUSSIA-EO14024
51472,JOINT STOCK COMPANY REGISTRY SOCIETY STATUS,-0- ,RUSSIA-EO14024
51473,AKTSIONERNOE OBSHCHESTVO SURGUTINVESTNEFT,-0- ,RUSSIA-EO14024
51474,TSENTR UCHETA I REGISTRATSII,-0- ,RUSSIA-EO14024
51475,AKTSIONERNOE OBSHCHESTVO VEDENIE REESTROV KOMPANII,-0- ,RUSSIA-EO14024
51476,JSC REPUBLICAN SPECIALREGISTRAR YAKUT FUND CENTER,-0- ,RUSSIA-EO14024
51477,YUZHNO REGIONALNYI REGISTRATOR,-0- ,RUSSIA-EO14024
51478,AKTSIONERNOE OBSHCHESTVO INDEPENDENT SPECIALIZED DEPOSITORY,-0- ,RUSSIA-EO14024
51479,CAPTAIN KOSTICHEV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51480,KAPITAN GOTSKY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51481,KIRILL LAVROV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51482,MIKHAIL LAZAREV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51483,MIKHAIL ULYANOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51484,NIKOLAY ZADORNOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51485,OKEANSKY PROSPECT,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51486,PATHFINDER,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51487,PAVEL CHERNYSH,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51488,SIRIUS,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51489,SHTURMAN ALBANOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51490,SHTURMAN OVTSYN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51491,SHTURMAN MALYGIN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51492,TIMOFEY GUZHENKO,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51493,VASILY DINKOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51494,VICTOR KONETSKY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51495,VIKTOR TITOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51496,ZALIV AMERIKA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51497,ZALIV BAIKAL,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51498,ZALIV VOSTOK,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51499,SUNOR ILLC,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51500,BORAY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51501,SANAR 7,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51502,SANAR 8,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51503,ARGO TANKER GROUP LLC,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51504,DIGNITY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51516,JOINT STOCK COMPANY OFS TECHNOLOGIES,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51521,RPK NORD LIMITED LIABILITY COMPANY,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51523,LK VOLGA LIMITED LIABILITY COMPANY,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51524,AKTSIONERNOE OBSHCHESTVO SAMOTLORNEFTEPROMKHIM,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51525,UMBA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51526,ENERGY OF OIL AND GAS SERVICE LLC,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51527,AKTSIONERNOE OBSHCHESTVO UPRAVLENIE PO POVYSHENIYU NEFTEOTDACHI PLASTOV I KAPITALNOMU REMONTU SKVAZHIN,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51528,BUK,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51529,ARGOS,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51530,VYAZ,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51531,JOINT STOCK COMPANY INVESTGEOSERVIS,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51532,TIS,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51534,KOLA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51535,TNG GRUPP,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51536,UDS NEFT,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51537,GAZPROMNEFT ZAPOLYARYE LIMITED LIABILITY COMPANY,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51538,RN VANKOR,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51539,RN BURENIE LIMITED LIABILITY COMPANY,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51541,LIMITED LIABILITY COMPANY RN SERVICE,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51542,RUSGAZALYANS,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51544,RN-GRP LLC,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51545,LIMITED LIABILITY COMPANY NAFTAGAZ DRILLING,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51546,AKTSIONERNOE OBSHCHESTVO GAZPROM SHELFPROEKT,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51547,SAO VIET PETROL TRANSPORTATION COMPANY LIMITED,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51548,PANDA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51549,IVY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51550,LEOPARD,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51551,ASTRA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51553,OWENS,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51554,AKTSIONERNOE OBSHCHESTVO ACHIMGAZ,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51555,ALEXANDER BEGGROV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51556,FRAKDZHET VOLGA,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51557,LIMITED LIABILITY COMPANY CATKONEFT,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51558,LENINOGORSKREMSERVICE LIMITED LIABILITY COMPANY,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51559,PAKER SERVICE,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51560,NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE BURENIE,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51561,TAIMYRBURSERVIS,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51562,TSS LIMITED LIABILITY COMPANY,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51563,PETRO WELT TECHNOLOGIES,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51564,ALEXEY BOGOLYUBOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51565,ARIADNE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51566,DIAMOND,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51568,IVAN AIVAZOVSKY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51569,JUPITER,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51571,NS PRIDE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51572,VANITY,vessel,IRAN-EO13902
51573,NS SILVER,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51574,PREMIER,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51575,ARIA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51576,DENKARS,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51577,PROMINENT SHIPMANAGEMENT LIMITED,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51578,TANGO,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51580,FJORD SEAL,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51581,TALISMAN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51582,CORUM,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51583,TOPAZ,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51584,SALTY WOLF,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51585,ATLAS NNB,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51586,SAKARYA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51587,TRUST,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51588,SABLE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51589,TRIUMPH,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51590,GAZPROMNEFT TECHNOLOGICAL PARTNERSHIPS LIMITED LIABILITY COMPANY,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51591,CANKIRI,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51592,ELEGANCE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51593,LIMITED LIABILITY COMPANY OIL SERVICE GARANT,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51594,UNIVERSAL,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51595,TSENTR NAUCHNO ISSLEDOVATELSKIKH I PROIZVODSTVENNYKH RABOT,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51596,VENTURE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51597,VALOUR,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51598,SERVICE PROM KOMPLEKTATSIYA,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51599,TEKHNRAIZ,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51600,SAMSUN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51601,NEWTECK WELL SERVICE LLC,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51602,LLC GOLFSTRIM,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51603,SIVAS,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51604,LIMITED LIABILITY COMPANY WELLTECH,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51605,ORIENT VISION,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51606,VETERAN,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51607,SINO SHIP MANAGEMENT COMPANY LIMITED,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51609,DEYNA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51610,ORIENT HARMONY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51611,SIRIUS 1,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51612,TURACO,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51613,GAZPROMNEFT MARINE BUNKER LIMITED LIABILITY COMPANY,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51614,GAZPROMNEFT ZUID EAST,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51615,OMSK,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51616,TYMEN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51617,OLANGA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51618,MURMANSK,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51619,DMITRY MENDELEEV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51620,SHTURMAN KOSHELEV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51621,SHTURMAN SHCHERBININ,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51622,SHTURMAN SKURATOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51623,GAZPROMNEFT NORDWEST,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51624,CALLISTO,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51625,CHRISTOPHE DE MARGERIE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51626,"KOVRIGIN, Mikhail Anatolyevich",individual,RUSSIA-EO14024
51627,LEO,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51629,"PRONIN, Kirill",individual,RUSSIA-EO14024
51631,MEGHAN GROUP LIMITED,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51632,LIBERTY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51633,NEREUS SOPHIA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51635,"POLYAKOVA, Olga Vasilyevna",individual,RUSSIA-EO14024
51637,SERPENS LIMITED,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51638,MOSKOVSKY PROSPECT,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51639,NURKEZ,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51640,"CHISTYUKHIN, Vladimir",individual,RUSSIA-EO14024
51644,"KHAIDARSHINA, Gulnara",individual,RUSSIA-EO14024
51645,ARISTOS MARITIME INCORPORATED,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51646,"DANILOVA, Elizaveta",individual,RUSSIA-EO14024
51647,OLIA,vessel,UKRAINE-EO13662] [IRAN-EO13846] [RUSSIA-EO14024
51648,"LOZGACHEVA, Ekaterina",individual,RUSSIA-EO14024
51649,ALFASTRAKHOVANIE GROUP,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51650,"TULIN, Dmitry",individual,RUSSIA-EO14024
51651,"SHABLYA, Bogdan",individual,RUSSIA-EO14024
51652,GARANT INVEST BANK JOINT STOCK,-0- ,RUSSIA-EO14024
51653,BOLERO,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51654,JSC EXI BANK,-0- ,RUSSIA-EO14024
51655,"MOROZOV, Alexandr",individual,RUSSIA-EO14024
51656,RUSSIAN UNIVERSAL BANK,-0- ,RUSSIA-EO14024
51657,PSKOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51658,"PAVLOV, Vadim Alekseevich",individual,UKRAINE-EO13662] [RUSSIA-EO14024
51659,"SEMENOV, Dmitry Borisovich",individual,UKRAINE-EO13662] [RUSSIA-EO14024
51660,RIGEL,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51661,SAGA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51662,BBR BANK JOINT STOCK COMPANY,-0- ,RUSSIA-EO14024
51663,INTERSTATE BANK,-0- ,RUSSIA-EO14024
51664,BCS BANK AO,-0- ,RUSSIA-EO14024
51665,JOINT STOCK COMPANY BANK UNITED CAPITAL,-0- ,RUSSIA-EO14024
51666,JOINT STOCK COMMERCIAL BANK NATIONAL RESERVE BANK JOINT STOCK COMPANY,-0- ,RUSSIA-EO14024
51667,NATIONAL STANDARD BANK JOINT STOCK COMPANY,-0- ,RUSSIA-EO14024
51668,SUNNE CO LIMITED,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51669,"SHEREMETTSEV, Eduard Mikhailovich",individual,UKRAINE-EO13662] [RUSSIA-EO14024
51670,JOINT STOCK COMPANY BANK DOM RF,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51671,PUBLIC JOINT STOCK COMPANY NATIONAL BANK TRUST,-0- ,RUSSIA-EO14024
51672,"BOBYLEV, Peter Mikhailovich",individual,UKRAINE-EO13662] [RUSSIA-EO14024
51673,FRINA EXPRESS CORPORATION,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51674,AMBER 6,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51675,"VERHOV, Artem Aleksandrovich",individual,UKRAINE-EO13662] [RUSSIA-EO14024
51676,OLIVIA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51679,KAMSKY COMMERCIAL BANK,-0- ,RUSSIA-EO14024
51680,OCEAN WATERS MARITIME CORPORATION,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51681,"MARSHAVIN, Roman Anatolyevich",individual,UKRAINE-EO13662] [RUSSIA-EO14024
51682,PYTHON,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51683,WAYBANK JSC,-0- ,RUSSIA-EO14024
51688,CELESTIAL STAR CORPORATION,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51689,AQUATICA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51690,APUS,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51691,AQUILA II,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51692,SERENADE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51695,BRATSKY NARODNY BANK JSC,-0- ,RUSSIA-EO14024
51696,ELGON MARITIME CORPORATION,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51697,EMILY S,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51698,COMMERCIAL BANK ENERGOTRANSBANK JOINT STOCK COMPANY,-0- ,RUSSIA-EO14024
51699,ATTICA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51700,HEIDI A,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51702,SUCCESS,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51705,LAUREN II,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51706,JOINT STOCK COMMERCIAL MORTGAGE BANK AKIBANK PUBLIC JOINT STOCK COMPANY,-0- ,RUSSIA-EO14024
51707,M SOPHIA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51708,LUSEIA MARINE SERVICES CO LTD,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51709,MINERVA M,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51710,SAGITTA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51711,VELIKIY NOVGOROD,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51712,TASCA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51713,BOREY G,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51718,JOINT STOCK COMPANY AUTO FINANCE BANK,-0- ,RUSSIA-EO14024
51720,VOSTOCHNY PROSPECT,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51721,CUBE VENTURES SHIPPING SA,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
51722,RUSSIAN PUBLIC JOINT STOCK COMMERCIAL ROADS BANK,-0- ,RUSSIA-EO14024
51723,CARL,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51724,ZALIV ANIVA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024
51725,REX 1,vessel,SDGT
